Year,Month,year_month,Os_Company,Range_DPD,Product_final,Payment_for_Fee,PR_amount,Balance
2020,10,10-2020,HMK,360-720,HHB,62890000,3017576042,5885401501
2020,7,7-2020,FBI,360-720,Overdraft,5,692641042,1129552408
2020,4,4-2020,ASA,720-1080,Overdraft,1000004,673477331,1142630149
2020,7,7-2020,BFC,180-360,Credit card,0,16668000,"25540933,16"
2020,10,10-2020,ASA,180-360,HHB,13302000,538237959,753323853
2020,12,12-2020,FBI,Deadloan,Other,0,1023896211,14441206027
2020,11,11-2020,HMK,360-720,Overdraft,835001,492719244,719742399
2020,1,1-2020,HNA,180-360,Credit card,0,"575090908,5","789718873,4"
2020,6,6-2020,GLX,0-180,Credit card,93202532,"455524196,7","511539517,3"
2020,12,12-2020,ASA,Deadloan,Credit card,0,"659702220,1",4580824042
2020,3,3-2020,HMK,Deadloan,Secured Loan,0,82592399,112803442
2020,1,1-2020,ASA,720-1080,HHB,63022507,66370602655,168924926686
2020,2,2-2020,NDC,1080+,Secured Loan,56,199124187,588555152
2020,1,1-2020,ASA,0-180,HHB,408108662,2247236305,2395761651
2020,11,11-2020,HMK,Deadloan,Credit card,0,"22933411,18","198729094,3"
2020,7,7-2020,TCG,180-360,Overdraft,0,37245251,47671536
2020,8,8-2020,NDC,720-1080,HHB,0,23868719786,60475609595
2020,6,6-2020,ASA,1080+,Unsecured Loan,581325104,298702897988,808101819114
2020,3,3-2020,ASA,1080+,Credit card,36136000,19171264172,89235208002
2020,5,5-2020,HMK,360-720,HHB,76422004,3367962480,6682426781
2020,3,3-2020,FBI,720-1080,Overdraft,0,544597820,915955578
2020,5,5-2020,DK,Deadloan,Overdraft,0,71392806,71392806
2020,8,8-2020,NDC,0-180,HHB,25613900,12314045,14320325
2020,11,11-2020,HMK,360-720,HHB,42137000,2822168514,5591558764
2020,5,5-2020,DK,0-180,HHB,54528747,96375273,112201401
2020,7,7-2020,ASA,0-180,HHB,192316309,667396678,710210999
2020,11,11-2020,ASA,180-360,HHB,36584823,404229343,575657276
2020,10,10-2020,GLX,0-180,Unsecured Loan,7518191,212042711,225981925
2020,4,4-2020,DK,360-720,HHB,36800164,16555482242,33386166875
2020,8,8-2020,FBI,1080+,HHB,8,33448795738,103016530149
2020,2,2-2020,HMK,0-180,Unsecured Loan,130464911,2588279147,2864824818
2020,8,8-2020,BFC,180-360,HHB,0,0,"313023,7"
2020,5,5-2020,TDO,180-360,Unsecured Loan,2339580,731516337,982117527
2020,7,7-2020,TCG,1080+,HHB,0,8054438410,22098679038
2020,1,1-2020,GLX,720-1080,Credit card,155335513,55179162581,128513598511
2020,2,2-2020,ASA,0-180,HHB,751087993,2123866138,2265488830
2020,1,1-2020,GLX,0-180,Credit card,223568455,4146170443,5233501435
2020,2,2-2020,HMK,720-1080,Unsecured Loan,566632629,410553758089,872290330388
2020,8,8-2020,HMK,0-180,Unsecured Loan,37620523,239207192,253371860
2020,1,1-2020,DK,1080+,Overdraft,0,227093078,447279092
2020,12,12-2020,GLX,1080+,Credit card,552464796,49107826455,229185553469
2020,1,1-2020,TCG,1080+,HHB,0,2091282074,6624606646
2020,6,6-2020,ASA,360-720,HHB,197366135,31786127436,63159190612
2020,4,4-2020,TCG,180-360,Unsecured Loan,11007884,1260206426,1610311273
2020,1,1-2020,TDO,1080+,Overdraft,0,5524666,12183467
2020,10,10-2020,TCG,180-360,Unsecured Loan,44512752,490714430,603149455
2020,10,10-2020,HMK,1080+,Unsecured Loan,264342624,253304369465,725585382112
2020,11,11-2020,FBI,Deadloan,Credit card,0,7169043546,30884499865
2020,3,3-2020,HNA,1080+,Credit card,39682000,11433084172,57350575593
2020,10,10-2020,TDO,360-720,Unsecured Loan,4427591,33370468,68018498
2020,8,8-2020,TDO,1080+,HHB,0,11986696239,40656282129
2020,2,2-2020,ASA,720-1080,HHB,115829020,75796340480,190185117662
2020,8,8-2020,ASA,720-1080,HHB,148946276,208444818376,507454809946
2020,6,6-2020,DK,720-1080,HHB,28657000,13669735976,32508837138
2020,4,4-2020,GLX,0-180,Unsecured Loan,154556225,1364413206,1494795604
2020,12,12-2020,DK,1080+,Secured Loan,20,81565296,260181643
2020,7,7-2020,NDC,Deadloan,Other,0,1564049746,2157996374
2020,7,7-2020,DK,1080+,Overdraft,198282662,4582015645,11309456259
2020,9,9-2020,HNA,180-360,Credit card,0,"164547226,8","217837643,5"
2020,7,7-2020,GLX,0-180,Credit card,175383071,352272733,"391937814,3"
2020,6,6-2020,FBI,0-180,HHB,161394134,549376996,563960612
2020,8,8-2020,ASA,0-180,HHB,413675596,617328048,651168256
2020,1,1-2020,GLX,720-1080,Overdraft,67197457,6084549492,12265792538
2020,11,11-2020,TDO,720-1080,HHB,0,13560764,28946589
2020,5,5-2020,ASA,1080+,HHB,40139036,119116340088,392128330418
2020,3,3-2020,TDO,0-180,Overdraft,0,12043785,12634059
2020,6,6-2020,GLX,1080+,Overdraft,4951007,988908102,1933773302
2020,11,11-2020,HMK,180-360,Unsecured Loan,48734586,394176150,460347666
2020,6,6-2020,HMK,1080+,Secured Loan,21,432141978,1319658508
2020,7,7-2020,TDO,1080+,Credit card,6000000,1216653895,4171431335
2020,8,8-2020,TCG,360-720,Credit card,5000000,1894077876,3623607163
2020,3,3-2020,FBI,180-360,HHB,83810394,4595272586,6487851555
2020,9,9-2020,TCG,1080+,Unsecured Loan,291974553,184142860883,517689322574
2020,8,8-2020,FBI,Deadloan,Other,0,1023896211,13475495798
2020,1,1-2020,NDC,720-1080,Overdraft,2256033,2227695083,3975699865
2020,11,11-2020,ASA,720-1080,Overdraft,144566483,3516107015,6978864323
2020,10,10-2020,TDO,1080+,Unsecured Loan,129121003,149299019,340732201
2020,1,1-2020,GLX,0-180,Overdraft,0,633972735,716395066
2020,4,4-2020,ASA,180-360,Overdraft,0,115494004,144354919
2020,8,8-2020,HMK,180-360,Credit card,500000,"399831328,2","543931725,8"
2020,2,2-2020,TCG,0-180,Overdraft,6002,116374668,132067545
2020,10,10-2020,TCG,720-1080,HHB,76242254,49841674672,124057228237
2020,6,6-2020,TCG,1080+,Credit card,444745364,42112627113,191407510259
2020,9,9-2020,AMG,1080+,Unsecured Loan,4685381,66929153305,189119817322
2020,6,6-2020,AMG,1080+,Credit card,5765000,6435991757,28551157694
2020,12,12-2020,HMK,1080+,Secured Loan,24,369210291,1226636667
2020,1,1-2020,NDC,0-180,Overdraft,0,139019927,158211160
2020,10,10-2020,TCG,0-180,HHB,5188413,54305470,54305470
2020,4,4-2020,TCG,720-1080,HHB,0,13275699356,32750536577
2020,4,4-2020,HNA,720-1080,Overdraft,30631550,1687642565,2840578480
2020,11,11-2020,ASA,0-180,Overdraft,0,0,0
2020,11,11-2020,TCG,360-720,Unsecured Loan,24628021,3475403454,5724934234
2020,2,2-2020,DK,180-360,Overdraft,4977798,397714376,498635926
2020,5,5-2020,ASA,720-1080,Overdraft,3089008,3235894221,5740798728
2020,9,9-2020,FBI,180-360,HHB,36700000,171263892,251517301
2020,3,3-2020,TCG,180-360,Unsecured Loan,88980173,2543729526,3289731461
2020,11,11-2020,GLX,0-180,Unsecured Loan,16149957,209310745,222105394
2020,1,1-2020,HMK,0-180,Unsecured Loan,117697077,3838661063,4346725160
2020,12,12-2020,DK,180-360,Unsecured Loan,16,149776162,198046710
2020,9,9-2020,FBI,720-1080,Credit card,0,"102530666,8","321428438,6"
2020,6,6-2020,TCG,720-1080,Unsecured Loan,175486141,117398109988,258810896605
2020,12,12-2020,ASA,720-1080,Credit card,320682000,50648994791,136035502866
2020,8,8-2020,BFC,720-1080,Overdraft,0,199743267,407397708
2020,5,5-2020,GLX,180-360,Credit card,3900000,1230810880,1753003234
2020,12,12-2020,GLX,360-720,Overdraft,280889,213379905,310008047
2020,3,3-2020,HMK,180-360,Overdraft,9503189,406218711,471435984
2020,5,5-2020,GLX,0-180,Unsecured Loan,60753983,954605915,1037211172
2020,2,2-2020,GLX,720-1080,Credit card,285954324,55304239063,131119361479
2020,11,11-2020,GLX,1080+,Credit card,283482000,46636157412,215052128339
2020,7,7-2020,TDO,720-1080,Unsecured Loan,5179344,61241400968,130278769163
2020,1,1-2020,TDO,720-1080,Unsecured Loan,16,1971606673,4074283659
2020,10,10-2020,TDO,0-180,Credit card,500609,"45104470,38","49560238,46"
2020,9,9-2020,BFC,1080+,Unsecured Loan,501720,63985864280,183155166227
2020,1,1-2020,FBI,720-1080,Secured Loan,0,299762000,408609180
2020,10,10-2020,DK,360-720,Overdraft,2267974,384662843,534255520
2020,8,8-2020,DK,1080+,Overdraft,12,5002856127,12204140384
2020,9,9-2020,AMG,360-720,Unsecured Loan,7767905,1619302637,2643938521
2020,10,10-2020,BFC,720-1080,HHB,500008,14421073283,36048491986
2020,11,11-2020,HNA,180-360,Unsecured Loan,16000004,73093074,84231150
2020,11,11-2020,DK,1080+,Secured Loan,22,81545496,258249943
2020,8,8-2020,HNA,720-1080,Unsecured Loan,156749133,73130033781,155643153261
2020,7,7-2020,BFC,180-360,HHB,0,0,"313023,7"
2020,7,7-2020,BFC,360-720,Overdraft,0,119527672,210307707
2020,3,3-2020,TCG,0-180,Credit card,114814144,"526586297,4","557921753,1"
2020,10,10-2020,DK,0-180,Credit card,432076,"41010544,64","68289875,87"
2020,1,1-2020,ASA,360-720,HHB,314489898,124928325522,231993069509
2020,4,4-2020,HMK,720-1080,Overdraft,1151012,2982742153,5409140191
2020,4,4-2020,TDO,180-360,Unsecured Loan,381877,822031228,1077840408
2020,6,6-2020,GLX,360-720,Overdraft,0,902172976,1314588112
2020,7,7-2020,HNA,720-1080,Secured Loan,9950000,144312692,231489712
2020,8,8-2020,NDC,1080+,Unsecured Loan,140069596,58095431268,163380408724
2020,11,11-2020,HNA,0-180,Credit card,0,0,0
2020,6,6-2020,NDC,720-1080,Credit card,170163522,30779408507,74431690129
2020,6,6-2020,DK,180-360,Unsecured Loan,7978032,234159267,321091829
2020,3,3-2020,GLX,Deadloan,Credit card,0,2337209540,12206620455
2020,4,4-2020,TDO,0-180,Credit card,9580343,"46176504,58","46176504,58"
2020,7,7-2020,ASA,360-720,HHB,242763000,14180466484,27996610914
2020,3,3-2020,GLX,1080+,Secured Loan,0,64955873,154811895
2020,9,9-2020,NDC,0-180,Unsecured Loan,43965115,155454148,175942977
2020,5,5-2020,DK,1080+,Unsecured Loan,40450004,15770263405,44299710754
2020,8,8-2020,GLX,720-1080,Credit card,47208279,37037225871,93311597142
2020,12,12-2020,ASA,180-360,Unsecured Loan,16340723,290968655,375709650
2020,8,8-2020,NDC,180-360,Unsecured Loan,9027216,246372298,317901476
2020,7,7-2020,FBI,Deadloan,Unsecured Loan,581,113067500339,430399708662
2020,2,2-2020,NDC,180-360,Unsecured Loan,41615266,8102969555,10595707448
2020,3,3-2020,DK,Deadloan,Secured Loan,0,40000000,193146679
2020,8,8-2020,TCG,0-180,Overdraft,0,0,0
2020,8,8-2020,GLX,0-180,HHB,176864312,930572336,970629274
2020,10,10-2020,ASA,180-360,Overdraft,0,11118044,14802533
2020,8,8-2020,GLX,0-180,Overdraft,0,0,0
2020,10,10-2020,NDC,Deadloan,Secured Loan,955614275,93401742265,400857865480
2020,4,4-2020,HMK,0-180,Credit card,37014916,"623817000,4","731585193,9"
2020,6,6-2020,FBI,720-1080,Unsecured Loan,29740076,163863833546,341086507779
2020,12,12-2020,BFC,1080+,Credit card,93034065,14409576391,63955414301
2020,10,10-2020,ASA,0-180,Overdraft,0,0,0
2020,3,3-2020,HMK,720-1080,Overdraft,4000000,2948275833,5316546107
2020,12,12-2020,HNA,360-720,Unsecured Loan,19166042,470729132,736668248
2020,6,6-2020,HNA,360-720,Unsecured Loan,71623456,13062632329,23326489562
2020,9,9-2020,DK,0-180,Credit card,209713,"41010544,64","66257593,6"
2020,4,4-2020,DK,Deadloan,Overdraft,0,71392806,71392806
2020,5,5-2020,FBI,Deadloan,Overdraft,0,21077392800,88746841993
2020,2,2-2020,GLX,0-180,Overdraft,500000,499165295,572523336
2020,10,10-2020,HNA,180-360,Unsecured Loan,4,79235111,97710306
2020,10,10-2020,HMK,0-180,Credit card,18647443,"167829671,6","199604420,6"
2020,6,6-2020,GLX,Deadloan,Secured Loan,15,5059033863,12349689952
2020,10,10-2020,BFC,180-360,Unsecured Loan,8,15132166,20025910
2020,11,11-2020,ASA,Deadloan,Secured Loan,134,15325825621,88861607563
2020,4,4-2020,HNA,180-360,Unsecured Loan,6188024,506765726,656604316
2020,1,1-2020,TDO,1080+,Credit card,66595389,16997314526,65642543186
2020,7,7-2020,AMG,720-1080,Overdraft,0,360523004,632677602
2020,4,4-2020,FBI,1080+,Unsecured Loan,44,5337738722,14625003733
2020,11,11-2020,AMG,1080+,Overdraft,0,890884864,1915904870
2020,8,8-2020,HNA,720-1080,Secured Loan,9950000,134362692,224001800
2020,11,11-2020,FBI,Deadloan,Overdraft,34,8187832787,94581976118
2020,2,2-2020,NDC,720-1080,Overdraft,6697242,2308947501,4126815839
2020,12,12-2020,GLX,Deadloan,Secured Loan,54229296,13431538331,79101087740
2020,10,10-2020,FBI,1080+,Unsecured Loan,4,224505762,515483015
2020,3,3-2020,DK,0-180,Unsecured Loan,5071000,137573729,155985196
2020,11,11-2020,TCG,1080+,Secured Loan,31,63072648,187440295
2020,8,8-2020,FBI,720-1080,Overdraft,0,1635287504,2889741399
2020,1,1-2020,GLX,360-720,HHB,277651775,156487598577,271055690143
2020,2,2-2020,FBI,180-360,Unsecured Loan,4,31971882,38814189
2020,8,8-2020,FBI,1080+,Unsecured Loan,102156,152272645154,411819553305
2020,2,2-2020,ASA,0-180,Unsecured Loan,37908481,439577911,467251451
2020,10,10-2020,FBI,360-720,HHB,51719100,1347489810,2591952890
2020,4,4-2020,NDC,1080+,Overdraft,362568,1474023708,3377058879
2020,2,2-2020,FBI,1080+,Credit card,8900000,"238081417,7",1498395746
2020,3,3-2020,NDC,720-1080,HHB,3000189,31135544176,81436884541
2020,7,7-2020,FBI,1080+,Overdraft,5,478534381,951772296
2020,7,7-2020,ASA,Deadloan,Unsecured Loan,20037983,808657847,2805631823
2020,1,1-2020,HNA,0-180,Unsecured Loan,8,85357798,92544777
2020,9,9-2020,AMG,360-720,HHB,8500000,"534030077,3",1129159720
2020,6,6-2020,NDC,Deadloan,Secured Loan,967,100961421606,796369506723
2020,5,5-2020,AMG,720-1080,HHB,5000004,30056992184,74055978093
2020,12,12-2020,NDC,180-360,Credit card,0,"216574816,3","283158137,6"
2020,1,1-2020,HMK,1080+,Credit card,152783000,39536094240,155642329248
2020,3,3-2020,DK,360-720,Overdraft,1978001,1491064178,2867030141
2020,3,3-2020,HMK,360-720,HHB,117466004,13378105532,25579678993
2020,10,10-2020,BFC,720-1080,Credit card,3000000,9263678350,24029685702
2020,8,8-2020,BFC,360-720,Credit card,0,"908012771,7",1803580361
2020,2,2-2020,ASA,0-180,Credit card,2043000,"149296217,8","166800772,1"
2020,8,8-2020,ASA,0-180,Unsecured Loan,20802691,272262522,291621945
2020,5,5-2020,DK,720-1080,Overdraft,47511,4215544671,9006491424
2020,5,5-2020,HMK,720-1080,HHB,36690004,14138033194,36876713762
2020,11,11-2020,HMK,0-180,Credit card,18013052,"152061302,4","188964389,8"
2020,11,11-2020,AMG,720-1080,HHB,4900000,12047330450,30191417594
2020,12,12-2020,NDC,Deadloan,Secured Loan,78591902,93146927978,405051462190
2020,5,5-2020,TDO,Deadloan,Unsecured Loan,0,77441500,521050819
2020,6,6-2020,FBI,1080+,Secured Loan,5,9628517,24640175
2020,6,6-2020,FBI,360-720,Overdraft,5,770035431,1225896150
2020,12,12-2020,AMG,1080+,Overdraft,20062012,940495558,2057841263
2020,2,2-2020,GLX,180-360,HHB,531862348,87935665069,120984944375
2020,4,4-2020,FBI,360-720,HHB,81500263,43910895621,85878525845
2020,8,8-2020,FBI,1080+,Credit card,125420000,30210579505,122060677242
2020,2,2-2020,NDC,360-720,Unsecured Loan,66411476,41779744983,67986210668
2020,12,12-2020,TDO,720-1080,Unsecured Loan,4,57519651,138777045
2020,11,11-2020,TDO,1080+,Unsecured Loan,4,149299019,348937956
2020,6,6-2020,GLX,720-1080,Overdraft,42850083,1080027805,1806223859
2020,5,5-2020,TCG,720-1080,Unsecured Loan,533830502,128249001759,280445252577
2020,10,10-2020,TCG,360-720,HHB,6658000,1452554604,2858776136
2020,11,11-2020,TCG,720-1080,Unsecured Loan,137777319,107685148858,231802375776
2020,8,8-2020,AMG,180-360,Unsecured Loan,4,7685073,10843600
2020,6,6-2020,GLX,1080+,Credit card,168770000,26445918524,118412024639
2020,8,8-2020,DK,Deadloan,Secured Loan,4,40000000,201277107
2020,10,10-2020,AMG,360-720,Unsecured Loan,8000068,1326917195,2167544276
2020,9,9-2020,GLX,1080+,Unsecured Loan,322336694,201417835649,565347555947
2020,11,11-2020,DK,180-360,HHB,0,17332067,23975045
2020,4,4-2020,HMK,360-720,Overdraft,2989098,2100463574,3276265299
2020,10,10-2020,HMK,180-360,HHB,35990684,253921639,349216494
2020,4,4-2020,NDC,1080+,Other,8,6443189,18996524
2020,8,8-2020,TCG,720-1080,Credit card,26642342,21989277629,55796106859
2020,8,8-2020,BFC,1080+,HHB,2000004,11962911136,29610720008
2020,3,3-2020,GLX,1080+,Unsecured Loan,231022433,273233587882,728093543122
2020,10,10-2020,DK,360-720,HHB,19440000,1250996158,2491860753
2020,7,7-2020,GLX,720-1080,Credit card,47200000,35731862306,88993184108
2020,5,5-2020,TDO,1080+,Unsecured Loan,0,5975770662,16682373083
2020,8,8-2020,HMK,180-360,Overdraft,0,50577288,64766911
2020,2,2-2020,HNA,360-720,Credit card,75180000,6768563708,12122104719
2020,11,11-2020,TCG,0-180,Unsecured Loan,1728019,131478288,144829231
2020,5,5-2020,DK,180-360,HHB,20000000,197103296,254772903
2020,9,9-2020,HNA,1080+,Credit card,88738000,13633231023,60225481536
2020,10,10-2020,FBI,0-180,Credit card,0,0,0
2020,9,9-2020,TDO,720-1080,Credit card,24500000,"17933177,28","63745803,83"
2020,8,8-2020,AMG,1080+,Unsecured Loan,20,9282175949,28111861770
2020,3,3-2020,GLX,180-360,Unsecured Loan,159552397,4047999460,5172460815
2020,12,12-2020,TDO,0-180,Unsecured Loan,4,26995976,30558092
2020,2,2-2020,GLX,360-720,Unsecured Loan,238396761,79665061053,131314703874
2020,12,12-2020,DK,Deadloan,Credit card,0,"758547688,1",4297236870
2020,10,10-2020,HMK,360-720,Overdraft,700000,534983454,794920078
2020,10,10-2020,GLX,Deadloan,Overdraft,0,5200240724,25192324673
2020,9,9-2020,HNA,720-1080,Overdraft,8,506311813,955787646
2020,2,2-2020,TCG,720-1080,Credit card,8450000,13133583129,29550705975
2020,4,4-2020,TCG,1080+,Unsecured Loan,258258189,72944854011,199075459936
2020,4,4-2020,TDO,360-720,Unsecured Loan,1911314,31018427837,54225971660
2020,5,5-2020,TCG,0-180,HHB,17902895,497961679,548661526
2020,2,2-2020,HMK,180-360,Overdraft,70130623,3175729698,4161736223
2020,8,8-2020,AMG,1080+,HHB,1000000,7405653880,23870886196
2020,12,12-2020,ASA,360-720,HHB,224659398,10912384743,21253467451
2020,8,8-2020,HNA,360-720,Credit card,10000000,2146781822,4209693367
2020,3,3-2020,NDC,1080+,Unsecured Loan,0,15080126807,41663182008
2020,9,9-2020,NDC,1080+,Unsecured Loan,324655598,226797338872,645626232062
2020,3,3-2020,HNA,180-360,Credit card,0,"612024275,5","841810625,1"
2020,7,7-2020,HNA,720-1080,HHB,5500000,7349046212,18020296266
2020,9,9-2020,DK,Deadloan,Unsecured Loan,245,23495668467,146760265289
2020,7,7-2020,HMK,1080+,Credit card,222230123,49753421230,236884114187
2020,3,3-2020,NDC,1080+,Secured Loan,0,199124187,593001591
2020,5,5-2020,TCG,360-720,Overdraft,55834718,589301565,827133126
2020,1,1-2020,TCG,180-360,Credit card,21643309,7474916058,10232250797
2020,6,6-2020,TCG,180-360,Overdraft,2017273,126472142,159607330
2020,12,12-2020,NDC,1080+,Credit card,821873133,47525356455,221251869812
2020,10,10-2020,TCG,0-180,Overdraft,0,0,0
2020,3,3-2020,HNA,1080+,Unsecured Loan,2978003,40317311193,124762116648
2020,11,11-2020,FBI,Deadloan,Unsecured Loan,295,55261129517,462173489032
2020,10,10-2020,TDO,Deadloan,Overdraft,168452412,18765787372,98184287076
2020,9,9-2020,NDC,1080+,Secured Loan,0,8805404,9223473
2020,4,4-2020,GLX,720-1080,Unsecured Loan,376487746,325360141599,703787799028
2020,9,9-2020,HMK,360-720,HHB,50768008,3072452626,6040627303
2020,7,7-2020,TCG,180-360,Credit card,1200000,"297115953,2","418836588,6"
2020,11,11-2020,TCG,360-720,Overdraft,5098424,364672641,550465219
2020,11,11-2020,HMK,720-1080,HHB,28850016,60917324984,153389549385
2020,3,3-2020,ASA,1080+,Overdraft,0,562097019,1180198119
2020,12,12-2020,FBI,360-720,Overdraft,4,99408448,155210021
2020,9,9-2020,HNA,1080+,HHB,34500004,9629362723,30257852015
2020,7,7-2020,TCG,720-1080,Overdraft,0,863934978,1418353374
2020,1,1-2020,FBI,1080+,Overdraft,0,32205712,55494474
2020,2,2-2020,FBI,1080+,Unsecured Loan,8,312553848,964303985
2020,6,6-2020,BFC,360-720,Overdraft,0,190632500,333759712
2020,8,8-2020,FBI,180-360,Credit card,0,"46772878,47","67302712,68"
2020,5,5-2020,TDO,Deadloan,Credit card,0,1654918260,9584133679
2020,4,4-2020,ASA,1080+,Credit card,42396000,20619335642,95905505047
2020,3,3-2020,DK,0-180,HHB,46857686,251020744,290164894
2020,12,12-2020,FBI,1080+,Secured Loan,4,9628517,148080090
2020,11,11-2020,TDO,Deadloan,Credit card,2910000,4249926941,20949064839
2020,5,5-2020,HMK,0-180,Credit card,66754288,"524634077,6","610392329,6"
2020,4,4-2020,ASA,1080+,Unsecured Loan,66653186,91247390635,254885110719
2020,7,7-2020,TDO,180-360,Overdraft,0,12043785,13902121
2020,9,9-2020,ASA,1080+,Overdraft,16,4176884262,9792438407
2020,8,8-2020,FBI,180-360,Unsecured Loan,3700474,474452943,630483873
2020,5,5-2020,TCG,1080+,Secured Loan,0,65020708,159854050
2020,9,9-2020,DK,0-180,HHB,152803615,182769236,187463999
2020,7,7-2020,NDC,Deadloan,Overdraft,31,14169558512,128899626016
2020,4,4-2020,NDC,180-360,Overdraft,30000000,127735831,133273230
2020,8,8-2020,TDO,180-360,Credit card,0,"19286774,75","32929804,18"
2020,12,12-2020,TDO,360-720,Overdraft,0,149986359,216641956
2020,11,11-2020,TDO,Deadloan,Unsecured Loan,835,100977920085,403239257761
2020,2,2-2020,HNA,1080+,Overdraft,0,292886834,578811124
2020,8,8-2020,HNA,1080+,Overdraft,4,471188070,906703987
2020,2,2-2020,TDO,180-360,Credit card,22089893,2745696481,3826940301
2020,10,10-2020,TDO,360-720,Credit card,0,"64840046,85","112253566,5"
2020,2,2-2020,ASA,Deadloan,Unsecured Loan,1928052,823919780,2655686712
2020,6,6-2020,DK,1080+,Secured Loan,13,96348177,284405462
2020,11,11-2020,BFC,0-180,Unsecured Loan,0,0,0
2020,3,3-2020,HMK,180-360,Credit card,47135000,3129279311,4272887145
2020,4,4-2020,NDC,Deadloan,Secured Loan,912,100961421606,788795881263
2020,5,5-2020,GLX,180-360,Overdraft,2629854,235830344,286082697
2020,6,6-2020,NDC,180-360,Overdraft,20000000,73314023,75772414
2020,1,1-2020,GLX,180-360,HHB,474711754,107931950073,146077530918
2020,1,1-2020,GLX,360-720,Overdraft,11133003,3290215577,4975906518
2020,9,9-2020,HMK,1080+,Credit card,643073336,44941561957,211807005179
2020,4,4-2020,TDO,360-720,Credit card,2000000,9155268643,17209723501
2020,6,6-2020,NDC,1080+,Overdraft,176705,1980351207,4619606086
2020,3,3-2020,GLX,360-720,HHB,427538504,53554590916,100010139867
2020,7,7-2020,GLX,360-720,Overdraft,748646,919635652,1330395865
2020,8,8-2020,BFC,720-1080,Credit card,0,4182181073,10404828350
2020,11,11-2020,GLX,1080+,Overdraft,32229363,2223080214,5140593788
2020,12,12-2020,NDC,1080+,Overdraft,245252,2387349767,5070095620
2020,7,7-2020,DK,180-360,Unsecured Loan,6978037,233264528,301929009
2020,3,3-2020,HNA,720-1080,Unsecured Loan,42488080,63222593592,129246465978
2020,10,10-2020,FBI,180-360,Unsecured Loan,3500004,127924670,153246659
2020,5,5-2020,ASA,360-720,Credit card,61400000,11920512322,23601790408
2020,2,2-2020,GLX,Deadloan,Credit card,0,2337209540,11841251081
2020,9,9-2020,TCG,360-720,Credit card,41700000,2825269835,5307728872
2020,7,7-2020,GLX,180-360,HHB,35905000,751558801,1054148292
2020,9,9-2020,HNA,720-1080,Unsecured Loan,50957024,35904247309,75990924973
2020,7,7-2020,TDO,Deadloan,Unsecured Loan,0,77441500,528103808
2020,6,6-2020,DK,360-720,Unsecured Loan,55008348,18873129588,34763494945
2020,9,9-2020,GLX,360-720,HHB,239733946,11474881868,21836719577
2020,10,10-2020,DK,1080+,Unsecured Loan,6116651,165554424247,473186787637
2020,4,4-2020,FBI,180-360,Unsecured Loan,4100032,619883261,785074725
2020,3,3-2020,TCG,360-720,Credit card,112000000,5083816529,9697953468
2020,1,1-2020,HMK,1080+,Secured Loan,0,32200000,92421824
2020,2,2-2020,HNA,720-1080,Secured Loan,0,174212692,247226997
2020,5,5-2020,NDC,Deadloan,Unsecured Loan,0,82005613733,717825045695
2020,7,7-2020,HMK,1080+,Secured Loan,21,432141978,1331139643
2020,1,1-2020,DK,180-360,Unsecured Loan,0,6732340666,9220839436
2020,11,11-2020,NDC,Deadloan,Unsecured Loan,19218014,6398785846,12645290381
2020,8,8-2020,GLX,Deadloan,Credit card,78288342,2304105679,14229066906
2020,5,5-2020,GLX,1080+,Overdraft,0,956601432,1863808424
2020,8,8-2020,ASA,Deadloan,Unsecured Loan,4950044,808657847,2840169327
2020,9,9-2020,HMK,720-1080,Overdraft,36802188,2983086769,5737068862
2020,5,5-2020,HNA,1080+,HHB,0,6503218925,19039757929
2020,10,10-2020,TDO,720-1080,HHB,0,13560764,28268550
2020,7,7-2020,NDC,720-1080,HHB,11000000,26960508082,69082315772
2020,7,7-2020,AMG,360-720,HHB,4500000,1439209665,3050528354
2020,10,10-2020,HNA,1080+,Unsecured Loan,63082421,74687362758,210433985265
2020,7,7-2020,AMG,1080+,Credit card,17191300,6893667212,30726405730
2020,4,4-2020,TDO,720-1080,HHB,0,15164078764,40721562498
2020,11,11-2020,NDC,180-360,Credit card,0,"241199529,3","311738796,5"
2020,8,8-2020,AMG,180-360,HHB,0,30993595,"43379863,4"
2020,3,3-2020,FBI,180-360,Overdraft,0,9223153,10711619
2020,2,2-2020,HNA,0-180,Unsecured Loan,835456,126872403,139645225
2020,9,9-2020,TCG,720-1080,HHB,4,29851752262,71608214593
2020,9,9-2020,DK,720-1080,Overdraft,70162755,2125021667,4196233439
2020,10,10-2020,BFC,1080+,Secured Loan,0,51785873,141112021
2020,11,11-2020,HNA,180-360,HHB,0,13037962,19975644
2020,10,10-2020,BFC,360-720,Unsecured Loan,4244823,525680982,847505920
2020,7,7-2020,DK,0-180,Unsecured Loan,129092962,36925806,37539595
2020,8,8-2020,FBI,360-720,Overdraft,4,370735463,599519031
2020,4,4-2020,TDO,720-1080,Overdraft,7000032,1211231980,2544371824
2020,4,4-2020,DK,720-1080,Credit card,5800000,6382432298,15323398717
2020,3,3-2020,DK,720-1080,Overdraft,31012,5491793102,12026709313
2020,6,6-2020,FBI,1080+,Credit card,11780000,23658099340,97037661204
2020,11,11-2020,FBI,360-720,HHB,10683500,1315682902,2568380045
2020,3,3-2020,TCG,720-1080,HHB,5611000,12722618521,31965765671
