Year,Month,year_month,Os_Company,Range_DPD,Product_final,Payment_for_Fee,PR_amount,Balance
2020,7,7-2020,FBI,Deadloan,Credit card,0,9117592985,31021477040
2020,12,12-2020,FBI,1080+,HHB,3050000,352721684,998079021
2020,10,10-2020,DK,720-1080,HHB,27875342,45000745527,113628184040
2020,2,2-2020,DK,360-720,HHB,49792113,52054616220,95181725486
2020,12,12-2020,NDC,0-180,Credit card,77449514,153812316,"193740987,4"
2020,2,2-2020,DK,1080+,Credit card,26800000,2541626003,10885764386
2020,8,8-2020,GLX,0-180,Credit card,9740000,"352409213,5","398910178,8"
2020,6,6-2020,ASA,0-180,HHB,665377315,824196815,879201797
2020,10,10-2020,GLX,360-720,Unsecured Loan,111641640,5798180198,9483037394
2020,12,12-2020,ASA,0-180,HHB,101906745,117748571,123548160
2020,7,7-2020,TDO,1080+,HHB,0,9863933252,33620862240
2020,7,7-2020,TDO,720-1080,Credit card,1500000,9754770878,22911592953
2020,8,8-2020,HNA,720-1080,HHB,6500026,7043721986,17151219989
2020,9,9-2020,TCG,0-180,Unsecured Loan,1824824,54184266,59078151
2020,1,1-2020,TDO,720-1080,Credit card,3152816,12390556908,30811933831
2020,5,5-2020,GLX,180-360,Unsecured Loan,61951006,2944601011,3801781908
2020,6,6-2020,TCG,1080+,HHB,0,6949199302,18240785518
2020,4,4-2020,DK,720-1080,HHB,63650024,52113665579,125888199853
2020,5,5-2020,NDC,1080+,HHB,31800027,24504101542,82136039727
2020,11,11-2020,GLX,1080+,Unsecured Loan,272670462,232459137716,659079727284
2020,5,5-2020,HNA,180-360,Credit card,0,"349644004,7","489820681,8"
2020,10,10-2020,TDO,0-180,Unsecured Loan,4,30595984,32974743
2020,11,11-2020,HNA,180-360,Credit card,3000000,"118485361,3","159330538,1"
2020,9,9-2020,DK,1080+,HHB,13000004,18540459007,52382478860
2020,6,6-2020,BFC,1080+,HHB,5,9298228615,20703995532
2020,7,7-2020,AMG,1080+,HHB,0,6512162021,20735179909
2020,5,5-2020,FBI,Deadloan,Secured Loan,5466234,98987324586,413983062673
2020,8,8-2020,DK,1080+,Credit card,15510000,7590263891,31597889503
2020,5,5-2020,TCG,1080+,Unsecured Loan,215673612,133002438113,380295095342
2020,12,12-2020,TDO,1080+,Unsecured Loan,3000004,160909185,380086301
2020,12,12-2020,HMK,720-1080,Credit card,164136000,26997990326,72997996690
2020,10,10-2020,FBI,Deadloan,Other,0,1023896211,14237676299
2020,5,5-2020,HNA,720-1080,Overdraft,0,714454634,1206094791
2020,12,12-2020,BFC,1080+,HHB,0,18353144890,62564167889
2020,9,9-2020,ASA,Deadloan,Credit card,0,678068501,4297324223
2020,4,4-2020,ASA,1080+,Secured Loan,12,118446370,315544647
2020,5,5-2020,GLX,1080+,Unsecured Loan,173106876,174512929945,469801323683
2020,9,9-2020,ASA,720-1080,Unsecured Loan,154579564,267876467369,567686831447
2020,12,12-2020,ASA,720-1080,Overdraft,41671168,2876052717,5614012819
2020,3,3-2020,ASA,720-1080,Unsecured Loan,114575982,59427579209,123881372878
2020,12,12-2020,HMK,1080+,HHB,66689425,76637855626,244981096515
2020,7,7-2020,HNA,Deadloan,Overdraft,0,0,75900185
2020,6,6-2020,TDO,1080+,Unsecured Loan,1000045,6780951952,18995557267
2020,3,3-2020,DK,1080+,HHB,6000246,20349701379,42769557721
2020,4,4-2020,FBI,0-180,Unsecured Loan,4,69260937,78983854
2020,5,5-2020,HMK,Deadloan,Secured Loan,0,82592399,115101585
2020,4,4-2020,HNA,360-720,Credit card,11600000,9397263641,18142507880
2020,1,1-2020,HNA,Deadloan,Overdraft,0,0,75900185
2020,1,1-2020,HMK,0-180,Overdraft,0,852878452,968587431
2020,3,3-2020,ASA,Deadloan,Credit card,0,"19018040,03","99344983,28"
2020,1,1-2020,ASA,360-720,Unsecured Loan,111784220,11285393520,18494129823
2020,11,11-2020,FBI,Deadloan,Secured Loan,22401582,158637617735,966471682203
2020,9,9-2020,HNA,360-720,Overdraft,0,14385084,45241096
2020,4,4-2020,HMK,0-180,HHB,119333117,216091076,221547069
2020,10,10-2020,TCG,1080+,Overdraft,12,2652146606,5935733934
2020,7,7-2020,ASA,360-720,Unsecured Loan,231292380,16952498800,28838718894
2020,6,6-2020,ASA,180-360,Credit card,29510000,"823755412,5",1186944504
2020,11,11-2020,NDC,1080+,HHB,121333889,56942304953,189330728650
2020,6,6-2020,ASA,720-1080,Overdraft,40457030,3431569043,6060457312
2020,11,11-2020,HNA,720-1080,Overdraft,4,452877367,899224056
2020,4,4-2020,TCG,1080+,Overdraft,0,72642039,184585545
2020,6,6-2020,TCG,180-360,HHB,0,229711707,334278614
2020,1,1-2020,FBI,Deadloan,Credit card,0,5490383192,18961264069
2020,3,3-2020,HNA,360-720,Overdraft,0,969271896,1492550523
2020,9,9-2020,BFC,0-180,Credit card,2000000,0,0
2020,6,6-2020,GLX,720-1080,Unsecured Loan,388441793,188811671293,401123525494
2020,4,4-2020,HMK,Deadloan,Secured Loan,0,82592399,113929641
2020,7,7-2020,ASA,180-360,HHB,18639000,586796447,818310702
2020,12,12-2020,NDC,720-1080,HHB,137240981,45314440096,115008806878
2020,6,6-2020,NDC,720-1080,HHB,10000000,28446043407,73890684906
2020,1,1-2020,ASA,720-1080,Overdraft,0,54554036,95041327
2020,1,1-2020,HMK,360-720,HHB,106156303,57492677311,98694245163
2020,7,7-2020,HMK,360-720,HHB,115645008,3905332687,7583487086
2020,4,4-2020,NDC,1080+,Credit card,131600000,29923229026,129744310040
2020,7,7-2020,HMK,Deadloan,Unsecured Loan,1978015,136873441,250969746
2020,4,4-2020,GLX,1080+,Unsecured Loan,228517215,312860313781,841250659804
2020,9,9-2020,DK,360-720,HHB,23072004,809592898,1606585134
2020,10,10-2020,NDC,1080+,Credit card,621010283,42081910543,193068274548
2020,8,8-2020,ASA,Deadloan,Credit card,0,"19018040,03","118053505,9"
2020,7,7-2020,ASA,720-1080,Overdraft,17264683,3675501760,6561653029
2020,3,3-2020,DK,360-720,HHB,46467059,27201525237,54608411077
2020,4,4-2020,HNA,180-360,Credit card,0,"585051126,1",822135506
2020,12,12-2020,GLX,720-1080,Unsecured Loan,544608228,110050997520,237427216046
2020,9,9-2020,GLX,0-180,Credit card,15523500,"309125351,9","396474799,3"
2020,1,1-2020,NDC,1080+,Secured Loan,56,199124187,584395577
2020,8,8-2020,HMK,360-720,Overdraft,39177697,678453757,1032302580
2020,8,8-2020,GLX,720-1080,HHB,95727873,32742213796,81284830405
2020,1,1-2020,DK,0-180,HHB,132710614,357943379,407095352
2020,10,10-2020,FBI,360-720,Overdraft,4,99408448,149425274
2020,7,7-2020,BFC,360-720,HHB,5,"710533229,9",1476759960
2020,5,5-2020,GLX,720-1080,Overdraft,7650000,990820044,1672603817
2020,10,10-2020,HNA,180-360,Credit card,0,"121485361,3","157680975,9"
2020,1,1-2020,ASA,1080+,HHB,18500052,9407378262,30935303991
2020,2,2-2020,ASA,1080+,Unsecured Loan,389741675,68548158547,183324947050
2020,11,11-2020,ASA,1080+,Overdraft,24,5031288202,11985413472
2020,11,11-2020,GLX,Deadloan,Overdraft,0,5200240724,25331627895
2020,10,10-2020,GLX,1080+,Unsecured Loan,494474739,215045802284,608177549104
2020,9,9-2020,NDC,1080+,HHB,23052000,38260281766,131958182890
2020,5,5-2020,FBI,180-360,HHB,24089000,1713125879,2486704051
2020,5,5-2020,AMG,1080+,Unsecured Loan,0,172778728,485815989
2020,2,2-2020,TCG,0-180,Unsecured Loan,114438373,689499736,774558941
2020,7,7-2020,HMK,1080+,HHB,19000005,20788311591,60118734318
2020,9,9-2020,HMK,360-720,Unsecured Loan,116026689,5545384109,9062986263
2020,9,9-2020,GLX,Deadloan,Unsecured Loan,3000032,25975610693,159712580228
2020,7,7-2020,TCG,1080+,Unsecured Loan,107656893,168555718422,483125344583
2020,3,3-2020,NDC,1080+,HHB,2000000,18742860200,62119841432
2020,6,6-2020,ASA,360-720,Unsecured Loan,36252589,24678343686,42452878033
2020,12,12-2020,GLX,180-360,Unsecured Loan,6450028,181351887,238176521
2020,6,6-2020,DK,1080+,Credit card,21200000,4550827715,18779080761
2020,3,3-2020,NDC,360-720,Overdraft,10344508,3247133864,5235870442
2020,2,2-2020,HNA,Deadloan,Overdraft,0,0,75900185
2020,11,11-2020,AMG,180-360,Unsecured Loan,4,41273128,48875963
2020,7,7-2020,HMK,180-360,Unsecured Loan,34227053,1120885021,1374755855
2020,3,3-2020,GLX,180-360,Credit card,20800000,1761064461,2396396668
2020,2,2-2020,TCG,720-1080,Unsecured Loan,114931101,113334906500,238579060608
2020,8,8-2020,GLX,360-720,Credit card,5000000,4763563274,9197814893
2020,1,1-2020,FBI,360-720,Credit card,0,"63722752,86","101598959,7"
2020,11,11-2020,AMG,1080+,HHB,18331697,16926351008,57424349950
2020,8,8-2020,AMG,720-1080,Unsecured Loan,11050104,21778976228,46186781486
2020,6,6-2020,BFC,720-1080,HHB,2000000,18525030858,47582136806
2020,6,6-2020,GLX,180-360,Unsecured Loan,35229164,2361125409,3074701966
2020,4,4-2020,FBI,360-720,Unsecured Loan,3967904,31862585436,56731774806
2020,11,11-2020,GLX,360-720,Unsecured Loan,107362570,4571938013,7487095844
2020,3,3-2020,TDO,720-1080,Unsecured Loan,0,45472398783,94389061199
2020,7,7-2020,HNA,0-180,Credit card,0,"69393326,93",102568282
2020,1,1-2020,HMK,360-720,Overdraft,5238932,2608298776,4400254000
2020,6,6-2020,NDC,0-180,Unsecured Loan,6722498,106485598,113569543
2020,7,7-2020,HNA,Deadloan,Secured Loan,5,109801916,568449139
2020,11,11-2020,NDC,360-720,Unsecured Loan,45651879,3697616121,6126429800
2020,3,3-2020,TDO,0-180,Unsecured Loan,4153832,438788137,495212991
2020,6,6-2020,NDC,180-360,Unsecured Loan,15657701,572876341,732184656
2020,12,12-2020,NDC,180-360,Unsecured Loan,13400028,276764967,370618526
2020,9,9-2020,TDO,0-180,Unsecured Loan,5,30595988,32296357
2020,8,8-2020,DK,1080+,HHB,4000004,16273381522,45082612708
2020,9,9-2020,GLX,180-360,Credit card,0,"269933240,3","384133807,2"
2020,12,12-2020,ASA,360-720,Unsecured Loan,116551766,4727128214,7676173996
2020,5,5-2020,NDC,360-720,Unsecured Loan,216226013,44670202225,78132322244
2020,2,2-2020,DK,1080+,HHB,2867712,13757256654,25485617277
2020,10,10-2020,BFC,0-180,Credit card,0,0,0
2020,5,5-2020,AMG,720-1080,Credit card,0,"488517234,1",1196681710
2020,7,7-2020,TCG,360-720,Unsecured Loan,54316051,5118055801,8578563819
2020,11,11-2020,BFC,180-360,Credit card,0,"99869314,56","139398430,9"
2020,7,7-2020,GLX,720-1080,HHB,142800285,35008431464,86355234528
2020,3,3-2020,TDO,720-1080,HHB,2000000,16133114693,43377666840
2020,11,11-2020,BFC,1080+,Unsecured Loan,1906,73094053903,211370024347
2020,1,1-2020,TCG,0-180,Overdraft,0,116089758,129921244
2020,5,5-2020,TDO,1080+,Credit card,6020000,1151188052,3797525234
2020,4,4-2020,TCG,720-1080,Overdraft,0,272851152,473544269
2020,5,5-2020,BFC,180-360,Credit card,0,"40814699,03","63416409,74"
2020,11,11-2020,ASA,360-720,Overdraft,50356,492597460,735744531
2020,10,10-2020,FBI,0-180,Unsecured Loan,0,0,0
2020,9,9-2020,TDO,720-1080,HHB,5000000,7636628310,19991833165
2020,1,1-2020,GLX,720-1080,HHB,117396195,115890336908,296024421857
2020,9,9-2020,BFC,1080+,Secured Loan,0,51785873,139791968
2020,7,7-2020,FBI,720-1080,Unsecured Loan,6071227,160890458153,334721327894
2020,6,6-2020,HNA,180-360,Unsecured Loan,2000020,258999618,326862031
2020,7,7-2020,FBI,Deadloan,Overdraft,5,25572942676,130689391631
2020,9,9-2020,TDO,0-180,Credit card,489592,"45104470,38","48718539,38"
2020,3,3-2020,NDC,1080+,Credit card,144605000,28689575520,122526566653
2020,10,10-2020,GLX,0-180,HHB,47104568,520806316,558492561
2020,6,6-2020,HNA,1080+,Unsecured Loan,13481061,66387636777,200358934425
2020,4,4-2020,TCG,1080+,Credit card,170413000,21358573123,112559394044
2020,8,8-2020,TCG,0-180,Credit card,6079500,"403690640,3","461084546,6"
2020,9,9-2020,NDC,720-1080,Overdraft,1489047,2835534347,5313323620
2020,5,5-2020,BFC,180-360,Unsecured Loan,0,81098706,108400158
2020,4,4-2020,GLX,0-180,HHB,105093743,1950159958,2110299779
2020,6,6-2020,GLX,0-180,Overdraft,10227917,0,0
2020,11,11-2020,HNA,360-720,Unsecured Loan,13016057,629030723,1025777197
2020,5,5-2020,HNA,360-720,Unsecured Loan,58294474,18905330582,33393677282
2020,3,3-2020,NDC,720-1080,Overdraft,100000,5286359581,10876293136
2020,11,11-2020,AMG,720-1080,Overdraft,0,563765734,1081548996
2020,6,6-2020,HNA,1080+,HHB,5,7426296648,22114336161
2020,11,11-2020,BFC,180-360,Unsecured Loan,4,10845713,14743861
2020,3,3-2020,FBI,720-1080,Secured Loan,0,299762000,418609348
2020,1,1-2020,FBI,720-1080,Credit card,15000000,"312599655,2","809774611,2"
2020,11,11-2020,AMG,1080+,Credit card,73775000,13480679675,63838231755
2020,12,12-2020,HNA,1080+,Unsecured Loan,68503874,82442468412,235986516813
2020,6,6-2020,ASA,180-360,Overdraft,0,21806577,27699733
2020,5,5-2020,TDO,720-1080,Overdraft,1099344,1371228978,2906731716
2020,9,9-2020,FBI,720-1080,Secured Loan,0,0,120510421
2020,2,2-2020,TCG,720-1080,HHB,4,13367810693,33627102019
2020,10,10-2020,GLX,Deadloan,Secured Loan,33202,13485901147,78849484541
2020,7,7-2020,FBI,720-1080,Credit card,111157422,39308013990,97972902439
2020,5,5-2020,AMG,1080+,Credit card,0,"917008809,6",4686288249
2020,11,11-2020,BFC,1080+,Credit card,82991000,13624402582,59977701627
2020,12,12-2020,TDO,Deadloan,Secured Loan,506,72505745195,373674687001
2020,8,8-2020,TDO,Deadloan,Credit card,0,1654918260,10539170949
2020,9,9-2020,FBI,1080+,Secured Loan,4,9628517,25122899
2020,5,5-2020,HNA,1080+,Overdraft,0,179518088,344688349
2020,12,12-2020,HNA,180-360,Unsecured Loan,4,35226737,42560231
2020,10,10-2020,NDC,Deadloan,Overdraft,99607568,1643803571,15323467240
2020,7,7-2020,ASA,1080+,Unsecured Loan,653562930,327283551627,892769347126
2020,7,7-2020,NDC,180-360,Overdraft,15055169,60221861,62945933
2020,5,5-2020,FBI,180-360,Credit card,0,"505299016,4",714607320
2020,12,12-2020,HNA,1080+,HHB,29172878,16656297283,54907813738
2020,1,1-2020,ASA,1080+,Credit card,0,2570595180,10248769054
2020,6,6-2020,ASA,1080+,Overdraft,5,1713111698,3794704039
2020,12,12-2020,HMK,360-720,HHB,51614749,2341245963,4753516260
2020,10,10-2020,TCG,720-1080,Overdraft,4,2585241752,5076197340
2020,11,11-2020,FBI,180-360,Unsecured Loan,3500004,125103980,153380275
2020,8,8-2020,TCG,360-720,Overdraft,9989009,478932112,643806849
2020,10,10-2020,HMK,1080+,Credit card,1187760175,47249057155,224560666965
2020,8,8-2020,TCG,1080+,Secured Loan,28,65020708,164663677
2020,9,9-2020,NDC,1080+,Credit card,93400000,40114276848,182218597003
2020,4,4-2020,FBI,1080+,Overdraft,4,173063880,376238837
2020,11,11-2020,TDO,720-1080,Overdraft,0,101796467,155558573
2020,9,9-2020,TDO,360-720,Overdraft,478002,239739041,339377278
2020,2,2-2020,HMK,0-180,Credit card,50046892,1647644120,1946358891
2020,7,7-2020,DK,720-1080,Secured Loan,0,19800,19800
2020,8,8-2020,TDO,Deadloan,Unsecured Loan,0,77441500,531688114
2020,9,9-2020,AMG,180-360,Overdraft,0,12768795,15193116
2020,3,3-2020,TCG,180-360,Overdraft,1950000,258602460,315413544
2020,7,7-2020,ASA,1080+,Credit card,253666000,47887001160,214546953336
2020,1,1-2020,ASA,1080+,Unsecured Loan,151753858,62763711512,166617356551
2020,8,8-2020,AMG,1080+,Secured Loan,0,40410959,165331610
2020,6,6-2020,NDC,1080+,Secured Loan,0,7105411,7105411
2020,4,4-2020,TCG,180-360,Credit card,32100000,"661493277,2","913294273,4"
2020,12,12-2020,ASA,1080+,Overdraft,18628401,5645707972,13566459198
2020,5,5-2020,TDO,180-360,Credit card,0,"433419960,9","634700803,8"
2020,6,6-2020,DK,0-180,HHB,78065490,226994449,260506183
2020,1,1-2020,GLX,720-1080,Unsecured Loan,426942771,370046399539,813194103204
2020,7,7-2020,GLX,720-1080,Unsecured Loan,492431178,186300219963,394168704286
2020,7,7-2020,DK,0-180,HHB,67305787,77004737,90433849
2020,8,8-2020,DK,360-720,Unsecured Loan,18460272,6456524607,11434278178
2020,4,4-2020,HNA,1080+,Credit card,26750000,12011422165,60891803399
2020,4,4-2020,GLX,180-360,Overdraft,1571550,313013943,371244275
2020,8,8-2020,ASA,1080+,Unsecured Loan,975777823,362315172964,993518626984
2020,12,12-2020,GLX,180-360,HHB,2900000,352566868,"509671055,1"
2020,7,7-2020,ASA,360-720,Credit card,35001884,7491162837,14556789327
2020,5,5-2020,GLX,1080+,HHB,14900000,4579106236,14045471525
2020,3,3-2020,ASA,720-1080,HHB,90872649,120895746174,305881713343
2020,6,6-2020,TDO,360-720,Unsecured Loan,6146805,15790932909,28178947552
2020,12,12-2020,TDO,360-720,Unsecured Loan,1156520,32299204,69507696
2020,12,12-2020,FBI,180-360,Unsecured Loan,4,125103976,156932842
2020,9,9-2020,BFC,0-180,Unsecured Loan,53000000,0,0
2020,10,10-2020,GLX,360-720,Credit card,48463846,2848960165,5377885085
2020,9,9-2020,ASA,720-1080,HHB,26416101,192015206174,470558372000
2020,10,10-2020,HNA,360-720,Unsecured Loan,21289205,901042060,1494219712
2020,6,6-2020,HMK,Deadloan,Credit card,0,"24917111,18",174927869
2020,7,7-2020,AMG,180-360,Unsecured Loan,5,24448172,33173992
2020,10,10-2020,FBI,360-720,Credit card,2000000,"93022549,92","207334929,8"
2020,3,3-2020,NDC,Deadloan,Overdraft,0,12426147373,113022073554
2020,2,2-2020,HMK,360-720,Overdraft,8423936,2981002099,5163725197
2020,10,10-2020,NDC,360-720,Unsecured Loan,21003349,4362722683,7196842315
2020,11,11-2020,GLX,720-1080,Overdraft,31460261,2283520442,4366159756
2020,9,9-2020,NDC,Deadloan,Overdraft,0,1743411139,15442391622
2020,7,7-2020,NDC,1080+,Secured Loan,0,7105411,7105411
2020,12,12-2020,FBI,Deadloan,Overdraft,13167367,8174665432,94896645998
2020,4,4-2020,NDC,360-720,Unsecured Loan,149352181,76139186727,132625867784
2020,11,11-2020,NDC,0-180,Overdraft,0,0,0
2020,11,11-2020,AMG,720-1080,Credit card,18200000,8724067564,23372790519
2020,11,11-2020,BFC,1080+,Overdraft,4,683217394,1449473130
2020,5,5-2020,TDO,360-720,Credit card,1310000,5612432612,10700710298
2020,4,4-2020,GLX,360-720,Credit card,78470000,19884466401,39520226926
2020,6,6-2020,FBI,Deadloan,Credit card,0,5309617591,21436554073
2020,11,11-2020,ASA,180-360,Credit card,0,"121347385,5","179265007,7"
2020,12,12-2020,TCG,1080+,HHB,67310754,60443470745,203203005162
2020,4,4-2020,ASA,0-180,Unsecured Loan,23664261,374589262,410058746
2020,9,9-2020,ASA,1080+,Secured Loan,16,314629144,995627304
2020,12,12-2020,BFC,360-720,Credit card,0,"313073860,1","604633430,3"
2020,3,3-2020,TDO,Deadloan,Credit card,0,1654918260,8999421396
2020,4,4-2020,TDO,360-720,Overdraft,4,977957178,1455469822
2020,3,3-2020,FBI,Deadloan,Unsecured Loan,4,104128899787,400333807818
2020,6,6-2020,FBI,180-360,Unsecured Loan,5065,708810712,934626108
2020,7,7-2020,AMG,720-1080,HHB,3500000,19758729807,49174997462
2020,6,6-2020,TDO,1080+,Overdraft,0,97852853,239282852
2020,10,10-2020,DK,1080+,Secured Loan,20,81545496,256272117
2020,3,3-2020,TCG,360-720,Overdraft,9177944,728448448,952754197
2020,9,9-2020,TDO,Deadloan,Unsecured Loan,826,100977920093,397957855195
2020,4,4-2020,DK,1080+,Secured Loan,12,96348177,279678803
2020,6,6-2020,FBI,180-360,Credit card,31650000,"415446582,5","585132815,3"
2020,8,8-2020,BFC,360-720,Overdraft,0,107627672,175830978
2020,8,8-2020,ASA,180-360,Unsecured Loan,32562875,729113604,926479619
2020,3,3-2020,FBI,1080+,Overdraft,0,173063880,372514713
2020,8,8-2020,HNA,360-720,Overdraft,0,133566249,230442729
2020,8,8-2020,NDC,Deadloan,Other,0,1564049746,2186448709
2020,5,5-2020,ASA,180-360,Credit card,13600000,1047906369,1509780286
2020,5,5-2020,TCG,1080+,Overdraft,0,167569516,403571787
2020,2,2-2020,NDC,Deadloan,Other,0,236797244,425815803
2020,10,10-2020,HNA,1080+,Overdraft,5000000,467319787,1126605093
2020,6,6-2020,FBI,360-720,HHB,88829010,23423789303,47074295758
2020,10,10-2020,TDO,360-720,Overdraft,524704,149986359,208479591
2020,9,9-2020,FBi,Deadloan,Unsecured Loan,293,55272254677,458181063017
2020,3,3-2020,TDO,Deadloan,Unsecured Loan,0,77441500,513997830
2020,5,5-2020,HMK,360-720,Credit card,49356161,17356291471,33318427611
2020,6,6-2020,HNA,720-1080,Credit card,61800000,12446499333,30169719369
2020,1,1-2020,DK,180-360,Credit card,0,3128401571,4419849029
2020,6,6-2020,HMK,180-360,Unsecured Loan,81049341,1079197954,1343000732
2020,11,11-2020,FBI,360-720,Unsecured Loan,230015,169030479,228775896
2020,6,6-2020,AMG,720-1080,Unsecured Loan,6950130,19955080269,41453767185
2020,3,3-2020,GLX,0-180,Credit card,315968000,"597726837,5","659952933,6"
2020,9,9-2020,FBI,Deadloan,Other,0,1023896211,14130736950
2020,10,10-2020,GLX,180-360,Unsecured Loan,4460040,534157700,707525163
2020,10,10-2020,NDC,180-360,Credit card,0,"304968873,9","392029325,3"
2020,1,1-2020,HMK,Deadloan,Unsecured Loan,1578015,136873441,238582257
2020,3,3-2020,HNA,0-180,Unsecured Loan,835311,87990683,99591544
2020,9,9-2020,AMG,0-180,Credit card,0,"786487,79","1525368,92"
2020,9,9-2020,HNA,0-180,Unsecured Loan,0,7796709,8588439
2020,7,7-2020,ASA,1080+,HHB,229584398,147672919957,494486151479
2020,5,5-2020,FBI,360-720,Unsecured Loan,12717010,39735941377,70670578648
2020,4,4-2020,TDO,180-360,Overdraft,0,12043785,12945878
2020,5,5-2020,TCG,180-360,Credit card,500000,"664630162,5","935936234,7"
2020,9,9-2020,TCG,1080+,Secured Loan,28,63072648,184117757
2020,12,12-2020,HMK,1080+,Unsecured Loan,508676403,281915590218,820432135666
2020,11,11-2020,TCG,180-360,Credit card,0,"156924952,2","204296136,9"
2020,12,12-2020,AMG,720-1080,Unsecured Loan,61107314,26191410695,56931476405
